Customer_ID,Customer_Name,Category,Segment,clv
DB-3615,Doug Bickford,Office Supplies,hibernating,334.8015375848761
DB-3660,Duane Benoit,Furniture,hibernating,298.50586007101015
DC-12850,Dan Campbell,Office Supplies,loyal_customers,447.7077753837068
DC-13285,Debra Catini,Office Supplies,loyal_customers,823.0719388628368
DC-2850,Dan Campbell,Office Supplies,need_attention,269.2197769980676
DC-3285,Debra Catini,Office Supplies,hibernating,93.84754107126187
DD-13570,Dorothy Dickinson,Office Supplies,loyal_customers,427.2207881544323
DD-3570,Dorothy Dickinson,Office Supplies,hibernating,236.50754219759273
DE-13255,Deanra Eno,Office Supplies,potential_loyalists,520.7282013136487
DE-3255,Deanra Eno,Office Supplies,about_to_sleep,176.36585262666486
DF-13135,David Flashing,Office Supplies,potential_loyalists,504.6898221126969
DF-3135,David Flashing,Office Supplies,about_to_sleep,109.52686718566015
DG-13300,Deirdre Greer,Office Supplies,loyal_customers,640.6740162326889
DG-3300,Deirdre Greer,Office Supplies,promising,272.570140536512
DH-13075,Dave Hallsten,Office Supplies,loyal_customers,663.6327854630683
DH-13675,Duane Huffman,Office Supplies,at_Risk,477.90792586604874
DH-3075,Dave Hallsten,Office Supplies,at_Risk,113.9354188445848
DH-3675,Duane Huffman,Office Supplies,need_attention,261.4278048674705
DJ-13420,Denny Joy,Office Supplies,loyal_customers,1077.1879537749228
DJ-13510,Don Jones,Office Supplies,champions,714.1360228032332
DJ-13630,Doug Jacobs,Office Supplies,loyal_customers,689.4574694008445
DJ-3420,Denny Joy,Office Supplies,new_customers,45.793241834625576
DJ-3510,Don Jones,Office Supplies,potential_loyalists,539.9483334249929
DJ-3630,Doug Jacobs,Office Supplies,about_to_sleep,108.474674852352
DK-12835,Damala Kotsonis,Office Supplies,cant_loose,820.1020955533214
DK-12895,Dana Kaydos,Office Supplies,need_attention,950.4201420456773
DK-12985,Darren Koutras,Office Supplies,champions,681.3572358685682
DK-13090,Dave Kipp,Office Supplies,champions,908.7817710447086
DK-13150,David Kendrick,Office Supplies,potential_loyalists,762.190581001088
DK-13225,Dean Katz,Office Supplies,champions,446.4267002288154
DK-13375,Dennis Kane,Office Supplies,champions,855.4599911061005
DK-2835,Damala Kotsonis,Office Supplies,at_Risk,187.19785988237828
DK-2895,Dana Kaydos,Office Supplies,hibernating,111.5105346888187
DK-2985,Darren Koutras,Office Supplies,hibernating,
DK-3090,Dave Kipp,Office Supplies,hibernating,103.0130331167932
DK-3150,David Kendrick,Office Supplies,at_Risk,80.82369575890138
DK-3225,Dean Katz,Office Supplies,potential_loyalists,110.76919479422448
DK-3375,Dennis Kane,Office Supplies,potential_loyalists,218.69395740951862
DL-12865,Dan Lawera,Office Supplies,cant_loose,512.0479728136243
DL-12925,Daniel Lacy,Office Supplies,potential_loyalists,548.1323593172835
DL-13315,Delfina Latchford,Office Supplies,loyal_customers,869.6911808803144
DL-13330,Denise Leinenbach,Office Supplies,loyal_customers,795.5229589897888
DL-13495,Dionis Lloyd,Office Supplies,at_Risk,770.3110367763089
DL-2865,Dan Lawera,Office Supplies,potential_loyalists,106.59706454624182
DL-2925,Daniel Lacy,Office Supplies,about_to_sleep,65.88941744325975
DL-3315,Delfina Latchford,Office Supplies,about_to_sleep,145.10380800384553
DL-3330,Denise Leinenbach,Office Supplies,hibernating,145.59041821779792
DL-3495,Dionis Lloyd,Office Supplies,hibernating,59.58198112345525
DM-12955,Dario Medina,Office Supplies,loyal_customers,1054.8237456341708
DM-13015,Darrin Martin,Office Supplies,champions,755.1478156599181
DM-13345,Denise Monton,Office Supplies,champions,827.6970762316712
DM-13525,Don Miller,Office Supplies,need_attention,487.6243520867198
DM-2955,Dario Medina,Office Supplies,potential_loyalists,166.91345975687824
DM-3015,Darrin Martin,Office Supplies,new_customers,382.13081557836074
DM-3345,Denise Monton,Office Supplies,hibernating,360.2563461780289
DM-3525,Don Miller,Office Supplies,hibernating,158.1867837981252
DN-13690,Duane Noonan,Furniture,loyal_customers,629.6556400018997
DN-3690,Duane Noonan,Office Supplies,promising,171.43090027231028
DO-13435,Denny Ordway,Office Supplies,cant_loose,729.1115409972538
DO-13645,Doug O'Connell,Office Supplies,loyal_customers,619.6172156667176
DO-3435,Denny Ordway,Office Supplies,need_attention,215.15356221024263
DO-3645,Doug O'Connell,Office Supplies,about_to_sleep,329.35051805724584
DP-13000,Darren Powers,Office Supplies,cant_loose,669.2677999867061
DP-13105,Dave Poirier,Office Supplies,champions,926.3421166195922
DP-13165,David Philippe,Office Supplies,champions,1069.096711024609
DP-13390,Dennis Pardue,Office Supplies,champions,496.0525016838584
DP-3000,Darren Powers,Office Supplies,potential_loyalists,122.41271618160877
DP-3105,Dave Poirier,Office Supplies,hibernating,482.08648252448506
DP-3165,David Philippe,Office Supplies,new_customers,98.98060367460025
DP-3390,Dennis Pardue,Office Supplies,promising,97.74765881207094
DR-12880,Dan Reichenbach,Office Supplies,champions,704.7443196558502
DR-12940,Daniel Raglin,Office Supplies,loyal_customers,1233.7043109098192
DR-2880,Dan Reichenbach,Office Supplies,potential_loyalists,198.41536361174389
DR-2940,Daniel Raglin,Office Supplies,about_to_sleep,142.61747463112812
DS-13030,Darrin Sayre,Office Supplies,at_Risk,581.4039260348903
DS-13180,David Smith,Office Supplies,loyal_customers,656.4286864615628
DS-3030,Darrin Sayre,Office Supplies,about_to_sleep,118.20606953928078
DS-3180,David Smith,Office Supplies,hibernating,118.92867668249798
DV-13045,Darrin Van Huff,Office Supplies,loyal_customers,986.8112084701986
DV-13465,Dianna Vittorini,Office Supplies,potential_loyalists,693.5379004491878
DV-3045,Darrin Van Huff,Office Supplies,need_attention,241.57524845522676
DV-3465,Dianna Vittorini,Office Supplies,promising,400.6060867427556
DW-13195,David Wiener,Office Supplies,champions,457.8138947359972
DW-13480,Dianna Wilson,Office Supplies,at_Risk,776.6210539274743
DW-13540,Don Weiss,Office Supplies,potential_loyalists,669.3937200224623
DW-13585,Dorothy Wardle,Office Supplies,champions,561.3919220578762
DW-3195,David Wiener,Office Supplies,hibernating,109.25918186012072
DW-3480,Dianna Wilson,Office Supplies,at_Risk,399.8167088563134
DW-3540,Don Weiss,Office Supplies,hibernating,109.34780439479934
DW-3585,Dorothy Wardle,Office Supplies,hibernating,113.14023714965288
Dl-13600,Dorris liebe,Office Supplies,potential_loyalists,576.9399604825412
Dl-3600,Dorris liebe,Office Supplies,need_attention,190.3718639240871
Dp-13240,Dean percer,Office Supplies,loyal_customers,1095.4939743209047
Dp-3240,Dean percer,Office Supplies,hibernating,44.91583101629382
EA-14035,Erin Ashbrook,Office Supplies,cant_loose,526.1420312818203
EA-4035,Erin Ashbrook,Office Supplies,hibernating,21.382095502045697
EB-13705,Ed Braxton,Office Supplies,loyal_customers,581.4669663657678
EB-13750,Edward Becker,Office Supplies,need_attention,411.95754106645023
EB-13840,Ellis Ballard,Office Supplies,champions,965.8807730747008
EB-13870,Emily Burns,Office Supplies,potential_loyalists,339.897967039812
EB-13930,Eric Barreto,Office Supplies,potential_loyalists,468.49382718239724
EB-13975,Erica Bern,Office Supplies,champions,689.7661988832999
EB-14110,Eugene Barchas,Office Supplies,loyal_customers,673.128145633449
EB-14170,Evan Bailliet,Office Supplies,loyal_customers,362.4418755312591
EB-3705,Ed Braxton,Technology,hibernating,299.81533788947536
EB-3750,Edward Becker,Office Supplies,hibernating,61.81298112770674
EB-3840,Ellis Ballard,Office Supplies,about_to_sleep,130.6960851914847
EB-3870,Emily Burns,Office Supplies,hibernating,14.263661808136856
EB-3930,Eric Barreto,Technology,potential_loyalists,142.80056978317123
EB-3975,Erica Bern,Office Supplies,need_attention,170.63537527335222
EB-4110,Eugene Barchas,Office Supplies,need_attention,210.92098116789626
EB-4170,Evan Bailliet,Office Supplies,hibernating,86.87510672963306
EC-14050,Erin Creighton,Office Supplies,need_attention,245.63591859283395
EC-4050,Erin Creighton,Office Supplies,hibernating,178.99250471803018
ED-13885,Emily Ducich,Office Supplies,loyal_customers,851.1891232022213
ED-3885,Emily Ducich,Office Supplies,hibernating,34.19760293473899
EG-13900,Emily Grady,Office Supplies,potential_loyalists,820.6949271521721
EG-3900,Emily Grady,Office Supplies,need_attention,431.53143480912985
EH-13765,Edward Hooks,Office Supplies,champions,945.2828573196008
EH-13945,Eric Hoffmann,Office Supplies,at_Risk,372.8763148256269
EH-13990,Erica Hackney,Office Supplies,loyal_customers,415.4004010701695
EH-14005,Erica Hernandez,Office Supplies,champions,501.70612359485733
EH-14125,Eugene Hildebrand,Office Supplies,cant_loose,867.1528542127174
EH-14185,Evan Henry,Office Supplies,loyal_customers,594.8225783034231
EH-3765,Edward Hooks,Office Supplies,at_Risk,57.236028594899
EH-3945,Eric Hoffmann,Office Supplies,need_attention,148.15803310829162
EH-3990,Erica Hackney,Office Supplies,about_to_sleep,44.901278314700676
EH-4005,Erica Hernandez,Office Supplies,hibernating,170.56538706593733
EH-4125,Eugene Hildebrand,Office Supplies,at_Risk,265.97148193370583
EH-4185,Evan Henry,Office Supplies,hibernating,296.86076695661205
EJ-13720,Ed Jacobs,Office Supplies,potential_loyalists,434.46758672978365
EJ-14155,Eva Jacobs,Office Supplies,loyal_customers,606.055837665919
EJ-3720,Ed Jacobs,Office Supplies,hibernating,148.0129291362388
EJ-4155,Eva Jacobs,Office Supplies,hibernating,207.24244033938692
EK-13795,Eileen Kiefer,Office Supplies,need_attention,289.7391465606944
EK-3795,Eileen Kiefer,Office Supplies,hibernating,164.69084026072517
EL-13735,Ed Ludwig,Office Supplies,at_Risk,499.07742123294133
EL-3735,Ed Ludwig,Office Supplies,at_Risk,223.3846990883581
EM-13810,Eleni McCrary,Office Supplies,at_Risk,736.7238468319231
EM-13825,Elizabeth Moffitt,Office Supplies,at_Risk,677.1702634088729
EM-13960,Eric Murdock,Office Supplies,champions,1146.7850474163781
EM-14065,Erin Mull,Office Supplies,potential_loyalists,679.5243631122819
EM-14095,Eudokia Martin,Office Supplies,potential_loyalists,578.5457300269234
EM-14140,Eugene Moren,Office Supplies,loyal_customers,990.7510643115552
EM-14200,Evan Minnotte,Office Supplies,loyal_customers,857.5443287598125
EM-3810,Eleni McCrary,Office Supplies,hibernating,101.37594143903972
EM-3825,Elizabeth Moffitt,Office Supplies,hibernating,24.56315884185316
EM-3960,Eric Murdock,Office Supplies,hibernating,207.68512601618528
EM-4065,Erin Mull,Office Supplies,at_Risk,222.19265281743233
EM-4095,Eudokia Martin,Office Supplies,at_Risk,185.87495173179283
EM-4140,Eugene Moren,Office Supplies,hibernating,171.1022825581443
EM-4200,Evan Minnotte,Office Supplies,hibernating,372.4449669563664
EN-13780,Edward Nazzal,Office Supplies,potential_loyalists,320.12622250636616
EN-3780,Edward Nazzal,Office Supplies,hibernating,55.64670869727389
EP-13915,Emily Phan,Office Supplies,loyal_customers,805.0678289261232
EP-3915,Emily Phan,Office Supplies,hibernating,48.098383939327576
ER-13855,Elpida Rittenbach,Office Supplies,at_Risk,705.3740358831835
ER-3855,Elpida Rittenbach,Office Supplies,hibernating,256.1385503911159
ES-14020,Erica Smith,Office Supplies,champions,639.6340341301571
ES-14080,Erin Smith,Office Supplies,at_Risk,769.3246002435467
ES-4020,Erica Smith,Office Supplies,hibernating,133.9004749175417
ES-4080,Erin Smith,Office Supplies,at_Risk,115.15891760998869
FA-14230,Frank Atkinson,Office Supplies,loyal_customers,683.7870772469921
FA-4230,Frank Atkinson,Office Supplies,hibernating,81.34865440096542
FC-14245,Frank Carlisle,Office Supplies,loyal_customers,568.5882072000022
FC-14335,Fred Chung,Office Supplies,at_Risk,434.5365004773927
FC-4245,Frank Carlisle,Office Supplies,hibernating,99.32173620904994
FC-4335,Fred Chung,Office Supplies,promising,48.44348260108791
FG-14260,Frank Gastineau,Office Supplies,need_attention,501.90008908098036
FG-4260,Frank Gastineau,Office Supplies,potential_loyalists,17.69734772501424
FH-14275,Frank Hawley,Office Supplies,champions,655.9852243948034
FH-14350,Fred Harton,Office Supplies,potential_loyalists,606.6871032360891
FH-14365,Fred Hopkins,Office Supplies,champions,1279.6904330067778
FH-4275,Frank Hawley,Office Supplies,hibernating,11.443087782172086
FH-4350,Fred Harton,Furniture,promising,10.247695288031354
FH-4365,Fred Hopkins,Office Supplies,at_Risk,155.96341325527473
FM-14215,Filia McAdams,Office Supplies,champions,668.723135967219
FM-14290,Frank Merwin,Office Supplies,loyal_customers,704.2023583922426
FM-14380,Fred McMath,Office Supplies,at_Risk,327.0718511729614
FM-4215,Filia McAdams,Office Supplies,hibernating,295.48065478615416
FM-4290,Frank Merwin,Office Supplies,potential_loyalists,151.1785621017761
FM-4380,Fred McMath,Office Supplies,new_customers,103.89530512172257
FO-14305,Frank Olsen,Office Supplies,loyal_customers,716.6291170280571
FO-4305,Frank Olsen,Office Supplies,potential_loyalists,147.6278810099824
FP-14320,Frank Preis,Office Supplies,cant_loose,478.6701326015417
FP-4320,Frank Preis,Office Supplies,about_to_sleep,117.57469166393211
FW-14395,Fred Wasserman,Office Supplies,at_Risk,796.1152309358258
FW-4395,Fred Wasserman,Office Supplies,potential_loyalists,74.13070652499202
GA-14515,George Ashbrook,Office Supplies,at_Risk,602.8982815494181
GA-14725,Guy Armstrong,Office Supplies,champions,438.727518275452
GA-4515,George Ashbrook,Office Supplies,about_to_sleep,81.91105760490478
GA-4725,Guy Armstrong,Office Supplies,hibernating,197.7299639794477
GB-14530,George Bell,Office Supplies,loyal_customers,587.9266287082742
GB-14575,Giulietta Baptist,Office Supplies,loyal_customers,583.9271029404629
GB-4530,George Bell,Office Supplies,hibernating,42.74054419253794
GB-4575,Giulietta Baptist,Office Supplies,hibernating,171.71539017993618
GD-14590,Giulietta Dortch,Office Supplies,champions,848.1885111673789
GD-4590,Giulietta Dortch,Office Supplies,hibernating,123.19231981369211
GG-14650,Greg Guthrie,Office Supplies,loyal_customers,622.7610209986742
GG-4650,Greg Guthrie,Office Supplies,about_to_sleep,214.00434689771953
GH-14410,Gary Hansen,Office Supplies,loyal_customers,644.5250013850082
GH-14425,Gary Hwang,Office Supplies,loyal_customers,988.6994107297547
GH-14485,Gene Hale,Office Supplies,potential_loyalists,704.8230665726707
GH-14665,Greg Hansen,Office Supplies,champions,645.2938606580085
GH-4410,Gary Hansen,Office Supplies,at_Risk,114.36922987509261
GH-4425,Gary Hwang,Office Supplies,at_Risk,255.51353395721247
GH-4485,Gene Hale,Office Supplies,hibernating,102.68854141981032
GH-4665,Greg Hansen,Office Supplies,potential_loyalists,61.25374375101693
GK-14620,Grace Kelly,Office Supplies,loyal_customers,960.0780674919308
GK-4620,Grace Kelly,Technology,hibernating,63.75268952691137
GM-14440,Gary McGarr,Office Supplies,loyal_customers,773.7947029389735
GM-14455,Gary Mitchum,Office Supplies,potential_loyalists,635.387093558047
GM-14500,Gene McClure,Office Supplies,loyal_customers,331.57979150346654
GM-14680,Greg Matthias,Office Supplies,champions,555.6042020514278
GM-14695,Greg Maxwell,Office Supplies,potential_loyalists,760.9527492428997
GM-4440,Gary McGarr,Office Supplies,potential_loyalists,45.74369146152568
GM-4455,Gary Mitchum,Office Supplies,hibernating,93.76046471430253
GM-4500,Gene McClure,Office Supplies,hibernating,486.74207240191873
GM-4680,Greg Matthias,Office Supplies,hibernating,131.931816748186
GM-4695,Greg Maxwell,Office Supplies,hibernating,53.459943868617586
GP-14740,Guy Phonely,Office Supplies,champions,509.1360107845576
GP-4740,Guy Phonely,Office Supplies,hibernating,340.1046323896683
GR-14560,Georgia Rosenberg,Office Supplies,loyal_customers,467.3443637657542
GR-4560,Georgia Rosenberg,Office Supplies,hibernating,362.9660003352833
GT-14635,Grant Thornton,Office Supplies,at_Risk,857.6023589706233
GT-14710,Greg Tran,Office Supplies,champions,1731.4064410882531
GT-14755,Guy Thornton,Office Supplies,loyal_customers,276.91175798459824
GT-4635,Grant Thornton,Office Supplies,potential_loyalists,110.92807873226559
GT-4710,Greg Tran,Office Supplies,hibernating,105.60741493209103
GT-4755,Guy Thornton,Office Supplies,potential_loyalists,213.47999432305832
GW-14605,Giulietta Weimer,Office Supplies,loyal_customers,763.2045814906501
GW-4605,Giulietta Weimer,Office Supplies,potential_loyalists,117.71022404475738
GZ-14470,Gary Zandusky,Office Supplies,champions,974.3091616892184
GZ-14545,George Zrebassa,Office Supplies,loyal_customers,648.3341195956251
GZ-4470,Gary Zandusky,Office Supplies,hibernating,238.1379712738718
GZ-4545,George Zrebassa,Office Supplies,promising,264.6882332067839
HA-14905,Helen Abelman,Office Supplies,loyal_customers,835.23586535764
HA-14920,Helen Andreada,Office Supplies,loyal_customers,468.64998863467014
HA-4905,Helen Abelman,Furniture,promising,179.00953479993885
HA-4920,Helen Andreada,Office Supplies,hibernating,61.2456424966003
HD-14785,Harold Dahlen,Office Supplies,loyal_customers,907.0455698867029
HD-4785,Harold Dahlen,Office Supplies,hibernating,266.59873710051215
HE-14800,Harold Engle,Office Supplies,champions,469.0967099213335
HE-4800,Harold Engle,Office Supplies,about_to_sleep,83.20575955082967
HF-14995,Herbert Flentye,Office Supplies,loyal_customers,457.8549754427088
HF-4995,Herbert Flentye,Office Supplies,hibernating,135.5120714589197
HG-14845,Harry Greene,Office Supplies,loyal_customers,1020.1096472677939
HG-14965,Henry Goldwyn,Office Supplies,cant_loose,906.1056270236711
HG-15025,Hunter Glantz,Office Supplies,champions,691.3921503100026
HG-4845,Harry Greene,Office Supplies,potential_loyalists,169.35471062847495
HG-4965,Henry Goldwyn,Office Supplies,hibernating,25.600963432608737
HG-5025,Hunter Glantz,Office Supplies,hibernating,95.4581762189851
HH-15010,Hilary Holden,Office Supplies,at_Risk,700.1586011515268
HH-5010,Hilary Holden,Office Supplies,hibernating,278.45529543941086
HJ-14875,Heather Jas,Office Supplies,champions,682.0913525269268
HJ-4875,Heather Jas,Office Supplies,hibernating,84.6793040974701
HK-14890,Heather Kirkland,Office Supplies,loyal_customers,656.1747685231994
HK-4890,Heather Kirkland,Technology,hibernating,193.97476084680395
HL-15040,Hunter Lopez,Office Supplies,potential_loyalists,1216.3661018317212
HL-5040,Hunter Lopez,Office Supplies,hibernating,68.5800802430854
HM-14860,Harry Marie,Office Supplies,champions,1408.4212631992482
HM-14980,Henry MacAllister,Office Supplies,loyal_customers,678.4954029520795
HM-4860,Harry Marie,Office Supplies,about_to_sleep,82.29731666205514
HM-4980,Henry MacAllister,Office Supplies,hibernating,380.5248503939425
HP-14815,Harold Pawlan,Office Supplies,at_Risk,363.1859281936288
HP-4815,Harold Pawlan,Office Supplies,about_to_sleep,166.5035210074135
HR-14770,Hallie Redmond,Office Supplies,potential_loyalists,545.7715125934199
HR-14830,Harold Ryan,Office Supplies,at_Risk,544.8345298830526
HR-4770,Hallie Redmond,Office Supplies,hibernating,266.8525203087356
HR-4830,Harold Ryan,Office Supplies,hibernating,52.398670544465965
HW-14935,Helen Wasserman,Office Supplies,loyal_customers,966.7923109926414
HW-4935,Helen Wasserman,Office Supplies,hibernating,84.78250995641122
HZ-14950,Henia Zydlo,Office Supplies,need_attention,542.6832044799401
HZ-4950,Henia Zydlo,Office Supplies,hibernating,207.14748682773623
IG-15085,Ivan Gibson,Office Supplies,loyal_customers,522.669366276608
IG-5085,Ivan Gibson,Office Supplies,potential_loyalists,344.54451603122595
IL-15100,Ivan Liston,Office Supplies,loyal_customers,556.3820080109671
IL-5100,Ivan Liston,Office Supplies,hibernating,75.10981315152391
IM-15055,Ionia McGrath,Office Supplies,potential_loyalists,260.3662644388306
IM-15070,Irene Maddox,Office Supplies,loyal_customers,998.7609382489736
IM-5055,Ionia McGrath,Office Supplies,potential_loyalists,329.65540594077777
IM-5070,Irene Maddox,Technology,potential_loyalists,126.88639686804738
JA-15970,Joseph Airdo,Office Supplies,champions,893.199940738479
JA-5970,Joseph Airdo,Office Supplies,potential_loyalists,94.12909971574777
JB-15400,Jennifer Braxton,Office Supplies,champions,597.2129794104592
JB-15925,Joni Blumstein,Office Supplies,potential_loyalists,624.9162266407242
JB-16000,Joy Bell-,Office Supplies,champions,1109.6687142762014
JB-16045,Julia Barnett,Office Supplies,champions,706.2520143575523
JB-5400,Jennifer Braxton,Office Supplies,hibernating,221.78947382592432
JB-5925,Joni Blumstein,Office Supplies,hibernating,76.01331110635076
JB-6000,Joy Bell-,Office Supplies,hibernating,120.62717807965515
JB-6045,Julia Barnett,Office Supplies,at_Risk,203.38647184361918
JC-15340,Jasper Cacioppo,Office Supplies,loyal_customers,838.2226723906642
JC-15385,Jenna Caffey,Office Supplies,champions,807.2466656741111
JC-15775,John Castell,Office Supplies,champions,585.3845912332873
JC-16105,Julie Creighton,Office Supplies,cant_loose,530.8405414706951
JC-5340,Jasper Cacioppo,Office Supplies,about_to_sleep,40.02612403464403
JC-5385,Jenna Caffey,Office Supplies,potential_loyalists,218.5266515602811
JC-5775,John Castell,Office Supplies,promising,424.2292390390589
JC-6105,Julie Creighton,Office Supplies,promising,271.38369784264927
JD-15790,John Dryer,Office Supplies,loyal_customers,487.1678496195432
JD-15895,Jonathan Doherty,Office Supplies,champions,805.2796064990741
JD-16015,Joy Daniels,Office Supplies,loyal_customers,435.40070306408
JD-16060,Julia Dunbar,Office Supplies,need_attention,383.00453138756404
JD-16150,Justin Deggeller,Office Supplies,champions,999.0167657740444
JD-5790,John Dryer,Office Supplies,hibernating,102.58323032215583
JD-5895,Jonathan Doherty,Office Supplies,new_customers,222.12039486968655
JD-6015,Joy Daniels,Office Supplies,about_to_sleep,195.09069461918608
JD-6060,Julia Dunbar,Office Supplies,at_Risk,307.6768456629585
JD-6150,Justin Deggeller,Technology,hibernating,379.82242337167025
JE-15475,Jeremy Ellison,Office Supplies,need_attention,289.2207075323934
JE-15610,Jim Epp,Office Supplies,loyal_customers,681.0454772907142
JE-15715,Joe Elijah,Office Supplies,champions,1107.4668600300001
JE-15745,Joel Eaton,Office Supplies,loyal_customers,992.9576550415195
JE-16165,Justin Ellison,Office Supplies,need_attention,486.86507578172655
JE-5475,Jeremy Ellison,Office Supplies,hibernating,59.16409414443838
JE-5610,Jim Epp,Technology,hibernating,63.380071809699345
JE-5715,Joe Elijah,Office Supplies,hibernating,11.425362781868586
JE-5745,Joel Eaton,Office Supplies,hibernating,159.71496373842967
JE-6165,Justin Ellison,Office Supplies,potential_loyalists,382.42350405203905
JF-15190,Jamie Frazer,Office Supplies,champions,832.7880827174339
JF-15295,Jason Fortune-,Office Supplies,at_Risk,1003.8921541972741
JF-15355,Jay Fein,Office Supplies,potential_loyalists,357.4618396706719
JF-15415,Jennifer Ferguson,Office Supplies,champions,770.4314112181992
JF-15490,Jeremy Farry,Office Supplies,champions,425.9960370888046
JF-15565,Jill Fjeld,Office Supplies,champions,920.9429471279286
JF-5190,Jamie Frazer,Office Supplies,hibernating,205.53544785709195
JF-5295,Jason Fortune-,Office Supplies,hibernating,148.94695758205737
JF-5355,Jay Fein,Office Supplies,at_Risk,199.09977503199582
JF-5415,Jennifer Ferguson,Office Supplies,need_attention,517.5689785098873
JF-5490,Jeremy Farry,Office Supplies,hibernating,103.56798275778631
JF-5565,Jill Fjeld,Office Supplies,hibernating,414.29316135422556
JG-15115,Jack Garza,Office Supplies,at_Risk,625.9205619115345
JG-15160,James Galang,Office Supplies,champions,1002.4719445499153
JG-15310,Jason Gross,Office Supplies,champions,624.9298242041943
JG-15805,John Grady,Office Supplies,champions,1001.9397475773594
JG-5115,Jack Garza,Office Supplies,potential_loyalists,170.0607438204417
JG-5160,James Galang,Office Supplies,potential_loyalists,116.46725586640045
JG-5310,Jason Gross,Office Supplies,about_to_sleep,64.27131266751888
JG-5805,John Grady,Office Supplies,hibernating,22.117824968314466
JH-15430,Jennifer Halladay,Office Supplies,champions,560.4948228227285
JH-15820,John Huston,Office Supplies,loyal_customers,1153.4124054901777
JH-15910,Jonathan Howell,Office Supplies,loyal_customers,659.7578343411423
JH-15985,Joseph Holt,Office Supplies,champions,851.690809747566
JH-16180,Justin Hirsh,Office Supplies,loyal_customers,841.9270823835426
JH-5430,Jennifer Halladay,Office Supplies,potential_loyalists,52.107685284601345
JH-5820,John Huston,Office Supplies,about_to_sleep,159.78741827813485
JH-5910,Jonathan Howell,Office Supplies,about_to_sleep,268.09500768611963
JH-5985,Joseph Holt,Office Supplies,hibernating,129.1623128669655
JH-6180,Justin Hirsh,Office Supplies,need_attention,411.48415404035126
JJ-15445,Jennifer Jackson,Office Supplies,need_attention,482.4691847618403
JJ-15760,Joel Jenkins,Office Supplies,champions,891.7966685349384
JJ-5445,Jennifer Jackson,Office Supplies,promising,251.87443202938346
JJ-5760,Joel Jenkins,Office Supplies,hibernating,140.60479039068642
JK-15205,Jamie Kunitz,Office Supplies,at_Risk,536.4571840253838
JK-15325,Jason Klamczynski,Office Supplies,cant_loose,805.1412543163291
JK-15370,Jay Kimmel,Office Supplies,champions,579.5561893346859
JK-15625,Jim Karlsson,Office Supplies,champions,651.5454455745636
JK-15640,Jim Kriz,Office Supplies,champions,698.4275059073453
JK-15730,Joe Kamberova,Office Supplies,loyal_customers,954.902139447116
JK-16090,Juliana Krohn,Office Supplies,champions,1111.3506137971576
JK-16120,Julie Kriz,Office Supplies,loyal_customers,629.1887071477759
JK-5205,Jamie Kunitz,Office Supplies,hibernating,131.5833877691357
JK-5325,Jason Klamczynski,Office Supplies,hibernating,18.366450182534198
JK-5370,Jay Kimmel,Office Supplies,hibernating,227.76620701239577
JK-5625,Jim Karlsson,Office Supplies,hibernating,266.9275754747558
JK-5640,Jim Kriz,Office Supplies,about_to_sleep,47.50764651707442
JK-5730,Joe Kamberova,Office Supplies,hibernating,429.37481520870836
JK-6090,Juliana Krohn,Office Supplies,promising,96.58461066664518
JK-6120,Julie Kriz,Office Supplies,hibernating,173.8517107847553
JL-15130,Jack Lebron,Office Supplies,champions,601.5732558174197
JL-15175,James Lanier,Office Supplies,champions,632.9775297420204
JL-15235,Janet Lee,Office Supplies,loyal_customers,965.1915501621627
JL-15505,Jeremy Lonsdale,Office Supplies,potential_loyalists,475.8341671450825
JL-15835,John Lee,Office Supplies,loyal_customers,1106.1711603283707
JL-15850,John Lucas,Office Supplies,need_attention,417.644654860287
JL-5130,Jack Lebron,Office Supplies,at_Risk,305.22299337932947
JL-5175,James Lanier,Office Supplies,hibernating,96.77641686379499
JL-5235,Janet Lee,Office Supplies,new_customers,223.77984824449453
JL-5505,Jeremy Lonsdale,Office Supplies,hibernating,265.98783268767215
JL-5835,John Lee,Office Supplies,hibernating,206.6645696875878
JL-5850,John Lucas,Office Supplies,hibernating,152.33564986785174
JM-15250,Janet Martin,Office Supplies,loyal_customers,889.4377518374147
JM-15265,Janet Molinari,Office Supplies,loyal_customers,721.8562051161056
JM-15535,Jessica Myrick,Office Supplies,potential_loyalists,362.525899832964
JM-15580,Jill Matthias,Office Supplies,champions,635.7019673465438
JM-15655,Jim Mitchum,Office Supplies,champions,766.7885580674805
JM-15865,John Murray,Office Supplies,cant_loose,1085.0668779585442
JM-16195,Justin MacKendrick,Office Supplies,loyal_customers,369.83506847546187
JM-5250,Janet Martin,Furniture,new_customers,168.71720506350286
JM-5265,Janet Molinari,Office Supplies,hibernating,162.41132878016424
JM-5535,Jessica Myrick,Office Supplies,hibernating,62.58342965668668
JM-5580,Jill Matthias,Office Supplies,promising,77.02663048173702
JM-5655,Jim Mitchum,Office Supplies,hibernating,308.255891037317
JM-5865,John Murray,Office Supplies,hibernating,168.27535915265247
JM-6195,Justin MacKendrick,Office Supplies,potential_loyalists,77.06561894147957
JO-15145,Jack O'Briant,Office Supplies,at_Risk,497.881077982692
JO-15280,Jas O'Carroll,Office Supplies,potential_loyalists,360.57699762208244
JO-15550,Jesus Ocampo,Office Supplies,at_Risk,227.00850611128894
JO-5145,Jack O'Briant,Office Supplies,new_customers,285.7370581785077
